信件标题,信件编号,办理单位,状态,类型,链接
关于2017年4月1日起房屋转让手续费取消一事,G20171024-0013,大连市公共行政服务中心,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f4c6c9f76690f
开发区取暖费收取标准,G20171024-0011,金普新区管理委员会,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f4c4b270368f3
房子产权有一半是房产，一半是个人，能办房产证吗,G20171024-0010,交易发证中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f4c44e0ca68ec
退休工资计算,G20171024-0003,社保中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f4bac026d6865
大连市第六人民医院治疗慢性丙型肝炎药物什么时间有？,G20171023-0023,市六院,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f4867f84f6709
滴滴顺风车是否违法,G20171023-0021,车管处业务科,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f47f71a1866b9
早道日语网校拒绝退学费,G20171023-0017,大连市公共行政服务中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f477bb3966647
新兴物业对房屋漏雨一直不解决,G20171023-0015,西岗区香炉礁街道,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f474b1eca6623
关于庄河打拉腰将军石区活动板房问题,G20171023-0012,庄河市人民政府,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f4719c67b6605
应届毕业生户口迁入,G20171023-0010,大连市公共行政服务中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f470200cb65ef
按照中华路街道电话给我们枣园万象业主的回复,G20171023-0003,甘井子区中华路街道,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f46339f016563
按照中华路街道电话给我们枣园万象业主的回复,G20171023-0002,甘井子区中华路街道,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f46318cf36560
揭发泡崖“赵氏”泄露(中国脑信息技术),G20171023-0001,大连市公共行政服务中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f45fe1713654f
注册账号时显示身份证号码不是18位,G20171022-0007,大连市公共行政服务中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f42febd99645e
大发热电不退欠费,G20171022-0004,供热办,已办结,举报,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f4274b58a6432
华龙南街西侧布道方砖破损严重,G20171022-0001,甘井子区城建局,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f41d92ea563bc
我要投诉！,G20171021-0005,大连市公共行政服务中心,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f3db4d29f6249
经济诈骗,G20171021-0002,大连市公共行政服务中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f3d0d207261d9
投诉,G20171020-0024,大连市公共行政服务中心,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f385e31d85fad
二类汽车维修执照办理具体流程,G20171020-0021,大连市道路运输管理处,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f37f613a45f66
办理综合门诊部相关咨询,G20171020-0016,大连市公共行政服务中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f375c77aa5efe
结婚证到哪里领,G20171020-0014,民政局,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f373fd6135ede
公司注册咨询,G20171020-0013,大连市公共行政服务中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f37320f6e5ed3
大连老虎滩四维影院有限公司偷税资料,G20171020-0012,地方税务局,已办结,举报,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f3721abec5ec2
大连海昌物业管理有限公司偷税资料,G20171020-0010,地方税务局,已办结,举报,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f371fcfb95ec0
大连老虎滩四维影院有限公司偷税资料,G20171020-0009,地方税务局,已办结,举报,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f3716af325eb5
大连海昌物业管理有限公司偷税资料,G20171020-0006,大连市公共行政服务中心,已办结,举报,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f3712d91f5eb2
马家洗浴、明泉洗浴，无环保手续非法经营，排污水、黑烟,G20171020-0007,金普新区管理委员会,已办结,举报,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f370fc0c15eaf
大连老虎滩四维影院有限公司偷税资料,G20171020-0005,地方税务局,已办结,举报,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f370c77625eae
大连老虎滩四维影院有限公司偷税资料,G20171020-0004,大连市公共行政服务中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f3707016c5ea9
工地凌晨两点以后传出巨大噪音,G20171020-0003,环境保护局,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f35e8b0525e5a
关于疏港路修建匝道，和刘家桥取消信号灯的建议,G20171020-0002,大连市公共行政服务中心,已办结,建议,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f35d2cf215e53
信件未处理,G20171019-0032,人力资源和社会保障局,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f34bc310f5dfe
大连海昌物业管理有限公司偷税资料,G20171019-0030,地税局,已办结,举报,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f348590705de8
大连老虎滩四维影院有限公司偷税账外账资料,G20171019-0029,地税局,已办结,举报,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f3481d9e75de6
大连老虎滩四维影院有限公司偷税资料,G20171019-0028,地税局,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f347e701f5de4
关于乱建市场危害公民正常生活,G20171019-0027,金普新区管理委员会,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f343787aa5dc4
浪费水资源：甘井子东海街27号楼长期无故流水,G20171019-0026,甘井子区周水子街道,已办结,求助,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f3419e0825db5
大连联通在线服务人员不负责任，造成个人经济损失不赔偿,G20171019-0025,辽宁省大连市通信管理局,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f33f1be5b5d9f
大连星空琴行涉嫌合同诈骗 无部门管理,G20171019-0018,大连市公共行政服务中心,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f3333568a5d0d
大连星空琴行涉嫌诈骗 相关部门不管,G20171019-0017,大连市公共行政服务中心,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f332b0cc05d04
注册的时候接收不到验证码,G20171019-0012,大连市公共行政服务中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f32fc55035cd7
养老保险，医疗保险,G20171019-0009,社保中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f32635b0e5c63
大连龙王塘万科樱花园期房欺骗老百姓,G20171019-0005,大连市公共行政服务中心,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f321cb7e55c1b
大连龙王塘万科樱花园期房欺骗老百姓,G20171019-0003,国土资源和房屋局,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f320600c55c05
建筑工地噪音污染,G20171018-0038,环境保护局,已办结,举报,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f2fba4de55b56
信件未处理,G20171018-0035,大连市公共行政服务中心,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f2f32b1cb5b1f
大连海昌物业管理有限公司偷税资料,G20171018-0031,地税局,已办结,举报,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f2f1af0ee5b0f
大连老虎滩四维影院有限公司偷税资料,G20171018-0030,地税局,已办结,举报,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f2f1157b85b03
怎么申请免费孕前检查？,G20171018-0021,高新技术产业园区管理委员会,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f2e3f8f1e5a5b
关于自由职业者缴纳养老保险事宜,G20171018-0018,社保中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f2e105e795a36
如何申请免费孕前检查,G20171018-0016,大连市公共行政服务中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f2e06911e5a28
医保专用线为何十年收费居高不下？,G20171018-0008,人力资源和社会保障局,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f2d240f945987
医保专用线为何十年收费一直居高不下？,G20171018-0006,大连市公共行政服务中心,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f2d1fde435981
大纺红嘴子街8号楼马葫芦堵没人管,G20171018-0002,甘井子区周水子街道,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f2ce91662595e
三鼎春天物业强制把电梯卡与物业费捆绑,G20171018-0001,大连市公共行政服务中心,已办结,举报,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f2cc899355949
大连海纳君悦商品经营有限公司长期从事非法期货微盘交易,G20171017-0032,大连市公共行政服务中心,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f2ab225a958d1
大连海昌物业管理有限公司偷税资料,G20171017-0031,地税局,已办结,举报,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f2a65b2cf58af
物业派保安把住门不让上料，强行重复收3300元电梯费,G20171017-0025,大连市公共行政服务中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f29a4c0d15877
成人高考,G20171017-0020,大连市公共行政服务中心,已办结,求助,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f293fb31c583b
金州区解放路433号，因水压不足，已经断水近半月，忘解决。,G20171017-0018,政府国有资产监督管理委员会,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f290ac263581f
落户,G20171017-0022,金普新区管理委员会,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f29086c58581c
阳台公共雨水管漏水，物业楼上住户无人维修,G20171017-0012,甘井子区红旗街道,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f285c015757a0
杏树港港内接送旅客车少不方便,G20171017-0008,金普新区管理委员会,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f280acae0575c
办理“无违法犯罪记录证明”,G20171017-0004,大连市公共行政服务中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f27f254935737
咨询学区划分,G20171016-0021,西岗区教育局,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f245d426a563a
大连银行旅顺黄河路支行不管客户需求拒之门外,G20171016-0018,大连市公共行政服务中心,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f2439f95c5619
关于网约车的管理,G20171016-0013,车管处业务科,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f23ea7fe355c8
关于金三角市场垃圾不及时清运场地不清问题的举报,G20171016-0005,甘井子区周水子街道,已办结,举报,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f22f2642a5547
违建,G20171016-0001,瓦房店市人民政府,已办结,举报,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f217b538554ba
初级职称考试,G20171015-0012,财政局,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f20bbf78f548f
查询幼儿园执照信息,G20171015-0010,普兰店区人民政府,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f1fd71c155458
失业金怎么领取,G20171015-0007,瓦房店市人民政府,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f1ee360a55405
退休人员取暖费,G20171015-0002,人力资源和社会保障局,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f1d3747e5538a
经济适用住房问题,G20171014-0007,庄河市人民政府,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f19ffecf652ca
长海县市民健身中心健身馆卫生环境太差,G20171014-0006,长海县人民政府,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f1986d16952a7
农村土地确权,G20171014-0001,农村经济委员会,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f16b64b775202
西安路新天地百货沁碧轩欺诈性消费,G20171013-0038,长兴管理所,已办结,举报,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f1626f9a751e0
未制医保卡全止付,G20171013-0037,大连市公共行政服务中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f15d43ac451c3
违法建筑，希望有关部门尽快拆除,G20171013-0035,长海县人民政府,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f153e5dc85197
关于普湾新区市场监督管理局及三十里铺所，懒政、渎职举报,G20171013-0032,金普新区管理委员会,已办结,举报,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f14d917085176
关于反映辽宁省大连市旅顺口区经济开发区大连航运职业技术学院噪声污染的问题,G20171013-0024,环保局,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f14742d14512f
关于图书资料职称的问题,G20171013-0023,人力资源和社会保障局,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f1464f9bf5126
购买二手房后，前房主拒绝迁出户口时我将如何落户？,G20171013-0021,开发区分局,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f13c0968750c9
李海楼诊所藏匿尸体故意杀人,G20171013-0019,开发区分局,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f139c1b2950b9
关于不满意瓦房店市社会保险基金管理中心杨柳的工作态度问题,G20171013-0008,瓦房店市人民政府,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f13404ced5045
一方天鹅湖房子出现严重质量问题,G20171012-0012,城市建设交通局,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f0f4a13cd0c0c
办理再生育指标,G20171012-0010,基层指导处,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f0f2540ef0be2
社保转移,G20171012-0004,社保中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f0ecb85df0ba5
关于甘区秀水小区施工停滞给居民带来不便的问题,G20171012-0001,秀水社区,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f0dfe3ec80acf
档案查询,G20171011-0022,大连市公共行政服务中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f0bb4b8a60a31
举报,G20171011-0017,大连市公共行政服务中心,已办结,举报,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f0a4190fd09bb
大连市新市区的划分,G20171011-0014,普兰店区人民政府,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f09fb574a0989
生育险问题咨询,G20171011-0012,高新技术产业园区管理委员会,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f09c46aa50976
怎么把老人社保从外地转到大连？,G20171011-0008,医保中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f096e526e0958
公司变更经营地址的办理流程,G20171011-0007,中山区人民政府,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f096761410951
出国劳务被骗案件处理结果太敷衍,G20171011-0002,瓦房店市人民政府,已办结,举报,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f091fbef40924
出国劳务被骗案件处理意见太敷衍,G20171010-0024,瓦房店市人民政府,已办结,举报,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f05dd3c2a08b5
出国劳务被骗案件处理意见不满意，,G20171010-0023,瓦房店市人民政府,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f05bf4f7808b3
初级会计师证书领取及奖励待遇,G20171010-0018,财政局,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f0525cc630881
关于个人退伍档案问题,G20171010-0002,瓦房店市人民政府,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f034ddfda078c
商家销售不符合食品安全标准的食品,G20171009-0024,甘井子区市场监督管理局,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015f00aafc7d0757
鑫业大厦东侧的小市场严重影响了周围居民的生活,G20171009-0014,瓦房店市,已办结,投诉,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015effb73ea006d1
太平湾临港百姓回迁楼问题,G20171008-0008,大连市公共行政服务中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015efb4da3d605f4
大连本地户口在外地买房可以提取公积金还款吗？,G20171008-0007,大连市住房公积金管理中心,已办结,咨询,http://xzfw.dl.gov.cn/fgw/gzjl/detail.jspx?gdId=ff8080815ec30d96015efaf820a005f1
